age,job,marital,education,default,housing,loan,contact,day_of_week,campaign,pdays,poutcome,cons_price_idx,cons_conf_idx,prime_rate
37,admin.,divorced,high.school,no,yes,yes,telephone,mon,5,999,nonexistent,92.649,-30.1,0.722
34,admin.,single,high.school,no,yes,no,cellular,mon,2,8,failure,92.649,-30.1,0.722
40,admin.,divorced,university.degree,no,no,no,cellular,tue,2,999,failure,92.649,-30.1,0.72
22,technician,single,professional.course,no,yes,no,cellular,tue,1,999,nonexistent,92.649,-30.1,0.72
26,technician,single,professional.course,no,no,yes,cellular,wed,1,9,failure,92.649,-30.1,0.719
73,retired,married,university.degree,no,no,yes,cellular,thu,7,999,nonexistent,92.649,-30.1,0.716
54,admin.,married,high.school,no,yes,no,cellular,fri,1,3,success,92.649,-30.1,0.716
53,management,divorced,university.degree,no,no,yes,cellular,fri,2,3,success,92.649,-30.1,0.716
24,unemployed,married,high.school,no,yes,no,cellular,mon,1,999,failure,92.649,-30.1,0.715
41,admin.,married,university.degree,no,no,no,telephone,tue,2,3,success,92.649,-30.1,0.715
33,admin.,married,university.degree,no,yes,no,cellular,tue,2,3,success,92.649,-30.1,0.715
41,admin.,married,university.degree,no,yes,no,cellular,tue,1,3,success,92.649,-30.1,0.715
79,retired,married,basic.4y,no,no,yes,cellular,tue,2,3,success,92.649,-30.1,0.715
37,services,married,high.school,no,no,no,cellular,wed,2,999,failure,92.649,-30.1,0.715
29,admin.,single,university.degree,no,no,yes,cellular,wed,1,3,success,92.649,-30.1,0.715
38,admin.,married,university.degree,no,no,no,telephone,thu,1,13,success,92.649,-30.1,0.714
43,management,married,high.school,no,no,no,cellular,thu,1,999,nonexistent,92.649,-30.1,0.714
32,self-employed,married,university.degree,no,yes,no,cellular,thu,1,6,failure,92.649,-30.1,0.714
18,student,single,high.school,no,no,no,cellular,fri,2,7,failure,92.649,-30.1,0.714
61,retired,married,basic.4y,no,yes,no,cellular,mon,1,9,failure,92.649,-30.1,0.714
30,blue-collar,single,high.school,no,unknown,unknown,cellular,mon,5,999,nonexistent,92.649,-30.1,0.714
24,student,single,unknown,no,yes,no,cellular,wed,2,3,success,92.649,-30.1,0.716
31,technician,single,university.degree,no,no,no,cellular,wed,1,999,nonexistent,92.649,-30.1,0.716
48,management,divorced,university.degree,no,yes,no,cellular,wed,1,3,success,92.649,-30.1,0.716
46,admin.,married,university.degree,no,unknown,unknown,cellular,fri,10,999,nonexistent,92.713,-33,0.718
36,admin.,single,high.school,no,unknown,unknown,cellular,mon,1,999,failure,92.713,-33,0.717
50,technician,married,high.school,no,no,no,cellular,mon,3,999,nonexistent,92.713,-33,0.717
65,management,married,unknown,no,yes,no,telephone,wed,3,999,failure,92.713,-33,0.715
55,admin.,married,professional.course,no,yes,no,cellular,thu,1,9,success,92.713,-33,0.714
64,housemaid,married,basic.4y,no,no,no,cellular,thu,1,999,nonexistent,92.713,-33,0.714
56,retired,married,basic.4y,no,no,no,cellular,thu,4,999,nonexistent,92.713,-33,0.714
70,retired,married,basic.4y,no,no,no,cellular,wed,2,999,nonexistent,92.713,-33,0.715
41,admin.,married,university.degree,no,yes,no,cellular,thu,1,999,nonexistent,92.713,-33,0.707
46,technician,married,professional.course,no,yes,no,telephone,mon,1,999,nonexistent,92.713,-33,0.706
27,technician,single,university.degree,no,yes,no,cellular,tue,3,6,success,92.713,-33,0.707
66,retired,married,professional.course,no,no,no,cellular,tue,1,999,failure,93.369,-34.8,0.655
53,technician,married,high.school,no,yes,no,cellular,tue,2,999,nonexistent,93.369,-34.8,0.655
33,admin.,married,university.degree,no,yes,no,cellular,wed,3,4,success,93.369,-34.8,0.655
38,blue-collar,single,high.school,no,yes,no,cellular,wed,1,13,failure,93.369,-34.8,0.655
37,admin.,single,high.school,no,no,no,cellular,wed,2,4,success,93.369,-34.8,0.655
34,admin.,married,professional.course,no,yes,no,cellular,thu,3,999,failure,93.369,-34.8,0.654
36,admin.,single,university.degree,no,no,no,cellular,mon,1,999,nonexistent,93.369,-34.8,0.652
34,admin.,single,university.degree,no,no,no,telephone,tue,1,3,success,93.369,-34.8,0.652
34,admin.,single,university.degree,no,no,yes,cellular,tue,1,999,nonexistent,93.369,-34.8,0.652
38,blue-collar,single,high.school,no,no,no,telephone,tue,3,6,success,93.369,-34.8,0.652
38,housemaid,single,high.school,no,yes,no,cellular,fri,1,10,success,93.369,-34.8,0.649
80,retired,married,basic.4y,no,no,no,cellular,fri,3,6,success,93.369,-34.8,0.649
30,management,married,university.degree,no,yes,no,cellular,mon,3,999,nonexistent,93.369,-34.8,0.646
52,technician,married,basic.9y,no,no,no,cellular,wed,3,999,nonexistent,93.369,-34.8,0.644
28,admin.,single,university.degree,no,no,no,cellular,thu,1,999,nonexistent,93.369,-34.8,0.643
29,technician,single,professional.course,no,yes,yes,cellular,thu,2,13,success,93.369,-34.8,0.643
78,retired,married,unknown,no,no,no,cellular,thu,1,6,success,93.369,-34.8,0.635
66,housemaid,divorced,basic.4y,no,yes,no,cellular,thu,1,3,success,93.369,-34.8,0.635
58,services,married,high.school,no,no,no,cellular,mon,2,3,success,93.369,-34.8,0.635
68,retired,divorced,basic.4y,no,yes,no,cellular,tue,2,11,success,93.369,-34.8,0.635
56,admin.,single,university.degree,no,yes,no,cellular,wed,1,999,failure,93.369,-34.8,0.634
41,admin.,divorced,high.school,no,no,no,telephone,thu,2,999,nonexistent,93.749,-34.6,0.635
82,housemaid,divorced,basic.4y,no,unknown,unknown,cellular,tue,6,999,nonexistent,93.749,-34.6,0.638
37,technician,married,professional.course,no,yes,no,telephone,mon,1,999,nonexistent,93.749,-34.6,0.642
36,admin.,single,basic.9y,no,yes,yes,telephone,wed,1,999,nonexistent,93.749,-34.6,0.644
48,admin.,married,university.degree,no,yes,no,cellular,thu,1,999,nonexistent,93.749,-34.6,0.644
35,admin.,married,university.degree,no,yes,no,cellular,thu,1,10,success,93.749,-34.6,0.644
50,technician,single,university.degree,no,yes,no,telephone,fri,1,999,nonexistent,93.749,-34.6,0.644
82,retired,divorced,basic.4y,no,no,no,cellular,mon,1,6,success,93.749,-34.6,0.643
85,housemaid,married,basic.4y,unknown,no,no,cellular,tue,6,6,success,93.749,-34.6,0.642
85,housemaid,married,basic.4y,unknown,yes,no,cellular,tue,1,999,failure,93.749,-34.6,0.642
45,management,married,unknown,no,yes,no,cellular,tue,3,7,success,93.749,-34.6,0.642
61,retired,married,high.school,no,yes,no,cellular,tue,4,999,nonexistent,93.749,-34.6,0.642
80,retired,divorced,basic.4y,no,yes,no,telephone,wed,1,999,nonexistent,93.749,-34.6,0.642
53,housemaid,married,university.degree,no,yes,no,cellular,thu,1,6,success,93.749,-34.6,0.644
47,admin.,married,high.school,no,yes,no,cellular,fri,1,999,failure,93.749,-34.6,0.645
46,admin.,married,high.school,no,no,no,cellular,mon,3,999,nonexistent,93.749,-34.6,0.645
31,student,single,university.degree,no,yes,yes,cellular,fri,1,6,success,93.749,-34.6,0.663
24,student,single,high.school,no,yes,no,cellular,tue,2,6,success,93.876,-40,0.668
30,student,single,high.school,no,no,no,cellular,fri,2,3,success,93.876,-40,0.682
92,retired,married,unknown,no,yes,no,cellular,thu,1,6,success,93.876,-40,0.683
41,unemployed,married,basic.9y,no,yes,no,cellular,thu,1,6,success,93.876,-40,0.683
60,management,married,unknown,no,yes,no,cellular,thu,3,3,success,93.876,-40,0.683
29,admin.,married,university.degree,no,yes,yes,cellular,fri,3,13,failure,93.876,-40,0.684
65,admin.,married,university.degree,no,yes,no,cellular,fri,3,999,failure,93.876,-40,0.684
29,student,single,university.degree,no,yes,no,cellular,mon,1,999,failure,93.876,-40,0.685
63,retired,married,professional.course,no,yes,yes,cellular,mon,2,14,success,93.876,-40,0.685
31,admin.,married,professional.course,no,yes,yes,cellular,thu,2,999,nonexistent,93.876,-40,0.692
36,admin.,married,university.degree,no,yes,no,cellular,tue,1,999,nonexistent,93.876,-40,0.697
64,housemaid,married,unknown,no,yes,no,telephone,wed,3,999,nonexistent,93.876,-40,0.697
37,student,divorced,university.degree,no,yes,no,cellular,thu,1,999,failure,93.876,-40,0.699
43,technician,married,professional.course,no,no,no,cellular,thu,1,999,failure,93.876,-40,0.699
38,blue-collar,married,basic.6y,no,yes,no,cellular,fri,1,999,failure,94.055,-39.8,0.707
36,management,divorced,university.degree,no,yes,no,cellular,mon,1,3,success,94.055,-39.8,0.72
21,student,single,high.school,no,yes,no,cellular,mon,1,999,nonexistent,94.055,-39.8,0.72
35,admin.,single,university.degree,no,yes,no,cellular,mon,1,14,success,94.055,-39.8,0.72
22,student,single,high.school,no,no,yes,cellular,mon,1,12,failure,94.055,-39.8,0.72
28,services,single,university.degree,no,no,no,telephone,mon,1,999,nonexistent,94.055,-39.8,0.72
28,management,single,university.degree,no,yes,no,cellular,thu,1,999,nonexistent,94.055,-39.8,0.729
65,unknown,married,unknown,no,yes,no,cellular,thu,2,4,success,94.055,-39.8,0.729
36,admin.,single,university.degree,no,no,no,cellular,wed,1,7,success,94.055,-39.8,0.739
36,blue-collar,single,high.school,no,no,no,cellular,wed,1,6,success,94.055,-39.8,0.739
37,admin.,married,high.school,no,no,no,cellular,wed,3,999,nonexistent,94.055,-39.8,0.739
34,admin.,single,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,94.055,-39.8,0.754
32,blue-collar,single,high.school,no,no,no,cellular,mon,1,2,success,94.055,-39.8,0.754
37,self-employed,married,university.degree,no,no,no,telephone,mon,1,999,nonexistent,94.055,-39.8,0.754
62,blue-collar,married,high.school,no,yes,no,cellular,mon,4,4,success,94.055,-39.8,0.754
76,retired,married,professional.course,unknown,yes,no,cellular,tue,1,3,success,94.055,-39.8,0.761
25,student,single,high.school,no,yes,yes,cellular,tue,2,6,success,94.055,-39.8,0.761
34,unemployed,single,university.degree,no,yes,no,cellular,tue,2,999,nonexistent,94.055,-39.8,0.761
27,unknown,single,university.degree,no,yes,no,cellular,wed,4,3,success,94.055,-39.8,0.767
27,unknown,single,university.degree,no,yes,no,cellular,wed,3,999,nonexistent,94.055,-39.8,0.767
48,admin.,single,university.degree,no,yes,no,cellular,fri,2,3,success,94.215,-40.3,0.79
75,retired,married,university.degree,no,yes,no,cellular,thu,1,999,failure,94.215,-40.3,0.81
79,retired,married,basic.4y,no,no,yes,cellular,fri,1,999,failure,94.215,-40.3,0.822
39,admin.,divorced,university.degree,no,no,yes,cellular,mon,3,999,nonexistent,94.215,-40.3,0.827
35,technician,single,professional.course,no,no,no,cellular,mon,4,999,nonexistent,94.215,-40.3,0.827
59,retired,divorced,basic.4y,no,yes,yes,cellular,mon,1,6,success,94.215,-40.3,0.827
32,services,single,unknown,no,no,yes,cellular,thu,2,999,nonexistent,94.215,-40.3,0.846
54,retired,single,basic.4y,no,yes,no,cellular,thu,4,999,nonexistent,94.215,-40.3,0.846
22,admin.,single,university.degree,no,yes,no,telephone,mon,1,999,failure,94.215,-40.3,0.87
56,technician,married,professional.course,no,yes,no,cellular,mon,2,13,success,94.215,-40.3,0.87
78,retired,married,basic.4y,no,no,no,cellular,mon,1,999,nonexistent,94.215,-40.3,0.87
59,management,married,basic.4y,no,yes,no,cellular,fri,3,999,nonexistent,94.215,-40.3,0.885
42,unknown,single,university.degree,no,no,no,cellular,fri,6,999,nonexistent,94.215,-40.3,0.885
42,unknown,single,university.degree,no,yes,no,cellular,fri,1,999,failure,94.215,-40.3,0.885
51,technician,married,high.school,no,no,no,cellular,mon,1,6,success,94.215,-40.3,0.889
65,management,married,university.degree,no,yes,no,cellular,mon,1,999,failure,94.215,-40.3,0.889
68,retired,married,university.degree,no,no,no,cellular,mon,2,12,success,94.215,-40.3,0.889
23,student,single,unknown,no,no,no,cellular,tue,1,999,failure,94.215,-40.3,0.893
48,housemaid,married,professional.course,no,no,no,cellular,wed,3,6,success,94.215,-40.3,0.896
80,retired,divorced,basic.4y,no,no,yes,cellular,thu,2,6,success,94.215,-40.3,0.899
48,blue-collar,married,professional.course,no,no,no,telephone,thu,1,999,nonexistent,94.215,-40.3,0.899
53,services,married,basic.9y,no,yes,no,telephone,mon,2,999,failure,94.027,-38.3,0.898
37,management,married,high.school,no,yes,no,cellular,thu,1,999,nonexistent,94.027,-38.3,0.904
58,technician,married,basic.9y,no,yes,no,cellular,mon,1,999,nonexistent,94.027,-38.3,0.904
92,retired,married,unknown,no,no,yes,cellular,tue,1,3,success,94.027,-38.3,0.904
50,admin.,single,university.degree,no,no,no,cellular,tue,1,6,success,94.027,-38.3,0.904
52,management,married,university.degree,no,yes,no,cellular,thu,3,1,success,94.027,-38.3,0.899
49,management,divorced,university.degree,no,yes,no,telephone,mon,1,999,nonexistent,94.027,-38.3,0.888
76,retired,divorced,basic.4y,no,no,no,cellular,tue,1,999,failure,94.027,-38.3,0.886
81,retired,divorced,basic.4y,no,no,no,cellular,wed,2,7,success,94.199,-37.5,0.886
47,management,married,university.degree,no,no,no,cellular,thu,1,17,success,94.199,-37.5,0.884
60,retired,married,university.degree,no,no,no,cellular,thu,2,999,nonexistent,94.199,-37.5,0.884
51,technician,married,professional.course,no,yes,no,cellular,mon,2,999,failure,94.199,-37.5,0.882
31,student,single,unknown,no,unknown,unknown,cellular,wed,2,6,success,94.199,-37.5,0.88
19,student,single,basic.6y,no,yes,no,cellular,thu,2,6,success,94.199,-37.5,0.879
23,student,single,basic.9y,no,yes,no,cellular,thu,1,999,nonexistent,94.199,-37.5,0.879
26,technician,single,university.degree,no,no,no,cellular,fri,1,999,nonexistent,94.199,-37.5,0.879
33,admin.,married,university.degree,no,no,no,cellular,wed,2,999,nonexistent,94.199,-37.5,0.879
36,admin.,divorced,university.degree,no,yes,yes,cellular,fri,3,999,nonexistent,94.199,-37.5,0.879
33,unemployed,single,unknown,no,yes,no,cellular,fri,2,999,failure,94.199,-37.5,0.879
48,services,married,basic.6y,no,no,no,cellular,mon,2,999,nonexistent,94.199,-37.5,0.879
42,admin.,divorced,university.degree,no,yes,no,cellular,wed,1,999,failure,94.199,-37.5,0.886
47,admin.,married,high.school,no,yes,no,cellular,fri,1,999,failure,94.601,-49.5,0.972
31,blue-collar,single,basic.9y,no,no,no,telephone,tue,1,999,nonexistent,94.601,-49.5,0.982
20,student,single,unknown,no,yes,yes,cellular,tue,1,3,success,94.601,-49.5,0.982
49,admin.,married,high.school,unknown,no,no,cellular,wed,1,6,success,94.601,-49.5,0.985
65,retired,married,basic.4y,no,yes,yes,cellular,wed,1,3,success,94.601,-49.5,0.985
54,admin.,married,high.school,no,no,no,cellular,wed,2,6,success,94.601,-49.5,0.985
54,self-employed,married,university.degree,no,yes,no,cellular,thu,4,999,failure,94.601,-49.5,0.987
68,retired,divorced,high.school,no,yes,yes,cellular,mon,1,3,success,94.601,-49.5,1
44,admin.,married,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,94.601,-49.5,1
31,admin.,single,university.degree,no,unknown,unknown,cellular,tue,1,3,success,94.601,-49.5,1.008
54,services,divorced,high.school,no,yes,no,cellular,wed,3,999,failure,94.601,-49.5,1.016
28,admin.,single,university.degree,no,no,no,cellular,mon,1,3,success,94.601,-49.5,1.032
33,admin.,single,university.degree,no,yes,no,cellular,mon,5,999,nonexistent,94.601,-49.5,1.032
34,admin.,married,university.degree,no,no,no,cellular,wed,1,3,success,94.767,-50.8,1.048
63,retired,married,basic.4y,no,yes,no,cellular,fri,1,3,success,94.767,-50.8,1.049
60,admin.,married,unknown,no,no,no,cellular,tue,1,7,success,94.767,-50.8,1.046
29,technician,single,professional.course,no,no,no,cellular,tue,2,1,success,94.767,-50.8,1.046
37,technician,single,professional.course,no,yes,no,cellular,wed,1,6,success,94.767,-50.8,1.044
35,admin.,single,professional.course,no,yes,no,cellular,fri,3,999,nonexistent,94.767,-50.8,1.04
73,retired,married,professional.course,no,yes,no,cellular,fri,1,999,nonexistent,94.767,-50.8,1.028
